"Name","Runtime","Notes","Tags","dropout","lr_backbone","lr_head","freeze_resnet","best_macro_f1","epoch","test/accuracy","test/loss","test/macro_f1","train/accuracy","train/loss","train/macro_f1"
"radiant-sweep-13","358","-","","0.4700216415810304","0.00022659835647671008","0.0015320246700037622","false","0.5715718060415625","1","0.5718085106382979","0.9578609118858972","0.5715718060415625","0.5873555404486743","0.8857469169989877","0.5875327091238542"
"woven-sweep-12","683","-","","0.47002351379549456","0.0005812392887815058","0.0010605165621834817","false","0.5578739989958046","8","0.5611702127659575","1.7004742721716564","0.5578739989958046","0.9299796057104012","0.20418012624039597","0.930418251631426"
"twilight-sweep-11","357","-","","0.4221934697732092","0.0007406032894281154","0.0005286560663292164","false","0.5646553259934541","1","0.5638297872340425","1.020446553826332","0.5646553259934541","0.6145479265805575","0.8648942177710326","0.613240439355168"
"worthy-sweep-10","357","-","","0.473342643999267","0.00014812229626037354","0.0010014088434109965","false","0.5644612368550764","1","0.5664893617021277","0.9333884119987488","0.5644612368550764","0.5656016315431679","0.9190737060878588","0.5652573391291508"
"smooth-sweep-9","352","-","","0.4560653463479488","0.0008466237731926611","0.0012562784169530632","false","0.58504954980175","1","0.5851063829787234","0.968975474437078","0.58504954980175","0.5825968728755948","0.8880858797094097","0.5831792141544182"
"crisp-sweep-8","306","-","","0.30799214817282633","0.00012389530072725693","0.0007618804087431126","false","0.5543437366021822","0","0.5664893617021277","0.9425614277521768","0.5543437366021822","0.46227056424201224","1.0496590992678767","0.4588339766380711"
"glowing-sweep-7","307","-","","0.3071798940524248","0.0001053125303309199","0.0005462697370265862","false","0.572087687424177","0","0.5771276595744681","0.9520783772071204","0.572087687424177","0.4656696125084976","1.0498562299686929","0.4622936209328687"
"wild-sweep-6","406","-","","0.3737239997284275","0.000521520940885781","0.0015249708079180377","false","0.5343406699728539","2","0.5558510638297872","1.142915760477384","0.5343406699728539","0.7226376614547927","0.6497206214977347","0.7213516841233583"
"misunderstood-sweep-5","401","-","","0.33184014582704935","0.0006854140540066715","0.0013232399995344057","false","0.5531858436610909","2","0.5718085106382979","1.1707551429669063","0.5531858436610909","0.7124405166553365","0.6663512321917907","0.7108202418486215"
"vague-sweep-4","349","-","","0.4452208784779089","0.0008260577957130189","0.001076063357593914","false","0.578462837891963","1","0.5797872340425532","1.0422241141398747","0.578462837891963","0.5982324949014276","0.8854559284189473","0.5983607003604243"
"gallant-sweep-3","1036","-","","0.3016205324188196","0.00012181264692716306","0.0006313961350643244","false","0.5947815896843193","15","0.5957446808510638","2.3109572927157083","0.5947815896843193","0.9796057104010876","0.061112917590197983","0.9797008101728794"
"firm-sweep-2","355","-","","0.4617090287414227","0.0007452854902758463","0.0014739477920980772","false","0.5892196461564558","1","0.5904255319148937","1.0024224023024242","0.5892196461564558","0.5873555404486743","0.8868266784626505","0.5867766853813325"
"icy-sweep-1","411","-","","0.42212932107822654","0.0009402964215832342","0.001406711121126366","false","0.561796645338032","2","0.5611702127659575","1.1277971019347508","0.561796645338032","0.6934058463630184","0.7243569525687591","0.6929080295941974"
